,colname,value
0,host_response_rate,-0.0006635833954569805
1,host_acceptance_rate,-0.007118289744428415
2,accommodates,0.03784307530977408
3,bathrooms,0.07888937115231517
4,bedrooms,0.135918112241244
5,beds,-0.011934537318521492
6,cleaning_fee,0.002023243588195462
7,guests_included,0.02254328203094555
8,minimum_nights,0.00014879499790711355
9,maximum_nights,-1.8842699218604708e-05
10,number_of_reviews,-0.0006723671835429171
11,review_scores_rating,0.006797274404918563
12,review_scores_accuracy,0.008535138060592796
13,review_scores_cleanliness,-0.00256079177992909
14,review_scores_checkin,0.006032223924957163
15,review_scores_communication,-0.005217727085978598
16,review_scores_location,0.019956206205688658
17,review_scores_value,-0.06635359754270623
18,instant_bookable_f,0.012318589633699969
19,instant_bookable_t,-0.012318589632334818
20,bed_type_Airbed,0.03255942641865571
21,bed_type_Couch,-0.08510667118391077
22,bed_type_Futon,0.0297651680447346
23,bed_type_Pull_outSofa,-0.0492491990142924
24,bed_type_RealBed,0.07203127573700306
25,room_type_Entirehome_apt,0.3768938381981883
26,room_type_Privateroom,-0.02071840364066129
27,room_type_Sharedroom,-0.35617543455751427
28,property_type_Apartment,-0.07994034404511094
29,property_type_Bed_Breakfast,-0.005533639311692408
30,property_type_Boat,0.7955422315896632
31,property_type_Bungalow,0.07949649153809779
32,property_type_Cabin,-0.013281511053792525
33,property_type_Camper_RV,-0.21943990922334053
34,property_type_Chalet,0.11241373163521907
35,property_type_Condominium,-0.06838603334469709
36,property_type_Dorm,-0.4915154029253479
37,property_type_House,-0.025077832946485364
38,property_type_Loft,0.13926284365515884
39,property_type_Other,-0.08446135428928027
40,property_type_Townhouse,-0.02507134501960716
41,property_type_Yurt,-0.11400792626509497
42,host_is_superhost_f,-0.05843764943455528
43,host_is_superhost_t,0.0584376494349335
44,neighbourhood_cleansed_Adams,0.022822777172052236
45,neighbourhood_cleansed_Alki,0.08541289048838313
46,neighbourhood_cleansed_ArborHeights,-0.12172163980468982
47,neighbourhood_cleansed_Atlantic,-0.031114601032167642
48,neighbourhood_cleansed_Belltown,0.23260122058903235
49,neighbourhood_cleansed_BitterLake,-0.37275791701396743
50,neighbourhood_cleansed_Briarcliff,0.04177867030296652
51,neighbourhood_cleansed_Brighton,-0.2760847376251986
52,neighbourhood_cleansed_Broadview,-0.4879781706735942
53,neighbourhood_cleansed_Broadway,0.14448557930482342
54,neighbourhood_cleansed_Bryant,-0.14448697142540703
55,neighbourhood_cleansed_CedarPark,0.08611634460074398
56,neighbourhood_cleansed_CentralBusinessDistrict,0.29233320503367693
57,neighbourhood_cleansed_ColumbiaCity,-0.16660172023869363
58,neighbourhood_cleansed_CrownHill,-0.1406388597760704
59,neighbourhood_cleansed_Dunlap,-0.19792894241210723
60,neighbourhood_cleansed_EastQueenAnne,0.22716799745401997
